006E6150 	CGPlayer_C__Reenable
005873E0	CGTradeInfo__HandleTradeMessage
0041100E 	unknown_libname_48
007474B0	CGUnit_C__OnAiReaction
0088C96F	 __ftell_nolock
006E7F50	CGPlayer_C__PostInit_0
004FA040	 CGWorldFrame__OnLayerUpdate
00872350	LoadWardenModule
006B4130	 Lua_GetFriendInfo
0088BCA0	_strstr
00417E64	unknown_libname_116
0059E880 	Packet_PACKET_SMSG_AUCTION_LIST_PENDING_SALES
007631A0	 CGPlayer_C_virtF4
009C32E0	_atan
0040C2A0	__clearfp
0076A220	 CVGxResolutionCallback
0088DF06	__localtime32_s
00422530	 SFileReadFile
006023D0	CGCamera__SyncFreeLookFacing
006B2A90	 NetClient_Login
0050F630	CGItem_C_GetItemIdFromLink
00806DD0	 Packet_PACKET_SMSG_SPELL_COOLDOWN
00528010	CGGameUI__EnterWorld
004D3FF0 	InitObject
00486B20	CSimpleFontString__UpdateString
004D9BD0	 CGlueMgr__EnterWorld
0040D3B6	__XcptFilter
005AF490	 Packet_PACKET_SMSG_EQUIPMENT_SET_LIST
0040E92E	__cftoe2_l
004BA680 	AsyncFileReadThread
0049DB10	Lua_%s:SetPoint
00812200	 SpellTableInitialize
0061D3D0	Lua_%s:SetAnchorType
0060BFE0	 CGItem_C__SignalEvent
007307A0	CGUnit_C__OnMoveModePacket
00412C36 	__setmbcp_nolock
0088C2F2	__fwrite_nolock
0042CA00	StartAddress_0
007D82E0 	WMOGroup__SubmitLoad
008C8840	BattlenetLogin__BN_REALM_1
0041AB9A 	_cvtdate
007406A0	CGUnit_C__OnSetSpeedPacket
008958E2	 unknown_libname_227_0
00756800	 Packet_PACKET_SMSG_STANDSTATE_CHANGE_FAILURE_OBSOLETE
00424B50	 SFileCore2__OpenFile
004662F0	WDataStore__InternalFetchWrite
0088E9E0 	_strncat
0088B890	_strncpy
0041A5EB	___convertcp
007531F0	 Packet_PACKET_SMSG_PERIODICAURALOG
00415CAA	__wctomb_s_l
00577900	 MathState__HandleOps_9_20
00730F30	CGUnit_C__virt70
007FF180	 SpellRec__GetCastTime
0088DC40	_tan
00892BF0	__powhlp
00537240	 Lua_BNGetFOFInfo
0058C790	ProcessQuestRewardFactions
00405540	 ClientInitializeGame
006D6050	CGPlayer_C__ShowTaxiNodes
006E6B40	 CGPlayer_C__CGPlayer_C_0
0072A000	CGUnit_C__GetUnitName
005A0790	 Packet_PACKET_SMSG_AUCTION_OWNER_NOTIFICATION
006D3840	 Packet_PACKET_SMSG_SPELLNONMELEEDAMAGELOG_0
006CBEC0	 Packet_PACKET_SMSG_PARTY_COMMAND_RESULT
0067FE00	DbWoWCache_Load
0067FA80 	DbWoWCache_GetInfoBlockById
00895B6F	__chsize_nolock
005D46F0	 CGPetInfo__PetDismiss
00519A50	Packet_PACKET_SMSG_STOP_MIRROR_TIMER
00709840 	CGItem_C__CGItem_C
00743FF0	CGObject_C_PostReenable
00635520	 j_DbCache_LoadAll
00769E10	ValidateFormatMonitor
007654A0	 fontcolor
00836E40	M2ModelHeader__ReadEvents
004FA390	 CGWorldFrame_C__CGWorldFrame_C
00604B90	CGCamera_Unknown2
0076B620 	SaveHardware
00635060	DbCache_LoadAll
0041AD8F	__isindst_nolock
007293D0 	CGUnit_C__CanAssist
0073F060	SetStandState
0067CA30	 DBItemCache_GetInfoBlockByID
006806D0	DbDanceCache_GetInfoBlockById
0067BD40 	DbGameObjectCache_GetInfoBlockById
0067E3E0	 DbItemNameCache_GetInfoBlockById
0067D0D0	DbNpcCache_GetInfoBlockById
00680170 	DbPageTextCache_GetInfoBlockById
0067DE90	 DbQuestCache_GetInfoBlockById
0067F4C0	 DbItemTextCache_GetInfoBlockById
0067EF70	 DbPetitionCache_GetInfoBlockById
0067EA30	 DbPetNameCache_GetInfoBlockById
0067C3E0	 DbArenaTeamCache_GetInfoBlockById
0067D770	 DbNameCache_GetInfoBlockById
0067B6A0	 DbCreatureCache_GetInfoBlockById
0067D930	 DbGuildCache_GetInfoBlockById
009C31B0	_cos
0041B271	___mtold12
00599B20 	Lua_%s:GetLowerEmblemTexture
005AD240	 Packet_PACKET_SMSG_GM_TICKET_STATUS_UPDATE
004A15A0	 Lua_%s:SetBackdrop
00768660	help
0052F9B0	 Packet_PACKET_SMSG_ENABLE_BARBER_SHOP
00680D70	DbNameCache_Load
0067D470 	DbItemCache_Load
0067F760	DbArenaTeamCache_Load_0
006803D0	 DbGameObjectCache_Load_0
0067EC80	DbPageTextCache_Load
0067BA40	 DbItemNameCache_Load
0067E0E0	DbDanceCache_Load_0
00680920	 DbQuestCache_Load
0067C0E0	DbGuildCache_Load_0
0067E740	 DbCreatureCache_Load
0067DB90	DbPetitionCache_Load
0067C740	 DbItemTextCache_Load_0
0067CDD0	DbNpcCache_Load
0067F1C0	 DbPetNameCache_Load
006D9B40	CGPlayer_C__OnVendorInventory
004100B1 	__flsbuf
008CC3E0	ClientLink__CMD_AUTH_LOGON_CHALLENGE
005A0480	 Packet_PACKET_SMSG_AUCTION_BIDDER_NOTIFICATION
004DA5F0	 CGlueMgr__Resume
00744EB0	CGxDevice__SetCircleRenderStates
006E6FE0 	CGPlayer_C___CGPlayer_C
00712B80	CGGameObject_C__Disable
008948EE 	start_7
00767FC0	CVar__Register
007370D0	CGUnit_C_virt10
00407210 	Lua_worldport
008071C0	Packet_PACKET_SMSG_MEETINGSTONE_IN_PROGRESS
00519280 	CGGameUI__ClearCursor
00972F20	Lua_%s:AddMessage
006B8720	 Packet_PACKET_SMSG_WHO
00724E20	CGUnit_C_virt4C
0088F219	 ___BuildCatchObjectHelper
0040D89D	___crtGetEnvironmentStringsA
004180A6 	_strncmp
0049EDB0	Lua_%s:HookScript
004A5DF0	Lua_%s:HookScript_0
00757470 	UnitF54__GetVehicleSeatCount
00574D50	 Packet_PACKET_MSG_RAID_READY_CHECK
00419DEB	__alloc_osfhnd
00743760 	CGObject_C__AddWorldObject
0074D750	GetObjectNameFromGuid
0058A1A0 	CGItemText__SetItem
007237F0	CGUnit_C__Reenable
0089073F	 __getdcwd_nolock
004D98D0	CGlueMgr__StatusDialogClick
004F8EA0	 CGWorldFrame__Render
0062FCF0	Lua_%s:SetAuctionItem
004B9760	 TextureCreate
004A2780	CBackdropGenerator__LoadXML
00589140	 CGLootInfo__LootSlot
00413055	___freetlocinfo
0071A360	 CGUnit_C__TryChangeStandState
0088D4CD	__ungetc_nolock
0048E170	 Lua_%s:SetTexCoord
00724DF0	CGUnit_C_virt48
0088E8A6	__strtod_l
00465320 	ClientConnection___ClientConnection
00401000	start
009C3498	 start_10
009C4D59	__mbscspn_l
0088CE30	_floor
0088CF60	_ceil
00729010 	CGameUI__SetActiveMover
009C42DE	start_12
005E0420	 CGQuest_C_CalculateExperience
006DD9E0	CGPlayer_C__SendTextEmote
0076E470 	StormRtlDestroy
0054D280	Packet_PACKET_MSG_PVP_LOG_DATA
0040D1DC	 __NMSG_WRITE
00685FB0	CGxDevice__Pop
00599890	 Lua_%s:GetUpperEmblemTexture
006CC590	 Packet_PACKET_SMSG_GUILD_COMMAND_RESULT
009C3120	_exp
005F5440	 WriteAddOns
00412E0F	__setmbcp
005A4800	 Packet_PACKET_MSG_GUILD_BANK_LOG_QUERY
004D27E0	HeapUsage
0040DFA5 	_freefls(x)
00523640	CloseLoot
0040E3D0	__except_handler4
00403910 	Packet_PACKET_SMSG_TRANSFER_ABORTED
005CA6A0	 Packet_PACKET_MSG_GUILD_EVENT_LOG_QUERY
004126AE	_strncpy_s
007758E0 	SLogDestroy
005ABE70	CGActionBar__PickupAction
0041A04C	 __mbtowc_l
006D3220	Packet_PACKET_SMSG_SPELLLOGEXECUTE
006E5960	 CGPlayer_C__UnsetActiveMirrorHandlers
006E5180	 CGPlayer_C__SetActiveMirrorHandlers
0098BD10	CMovement__StopMove
005A3E10 	Packet_PACKET_SMSG_ARENA_TEAM_ROSTER
004BE9C0	TextBlockGenerateFont
00890E26 	__filbuf
0088DB9D	start_3
0088DB94	_sqrt
0088D878	start_1
00990420 	IsMovementAckPacket_NeedsMovementStatus
0040C172	__hw_cw
00414AC5 	__fptostr
0088EB50	_modf
0059ECD0	 Packet_PACKET_SMSG_AUCTION_BIDDER_LIST_RESULT
008CB160	 GruntLogin__vFunc14
004D63B0	PostInitObject
0088BE98	__fullpath
0041139B 	_ldexp
007374C0	CGUnit_C_CalculateThreat
006DC3F0	 CGPlayer_C__CanUseItem
006CD380	 Packet_PACKET_SMSG_CALENDAR_COMMAND_RESULT
007D7C30	 WMOGroup__ReadOptionalChunks
006DCB40	CGPlayer_C__TryChangeStandState
0088DA08 	start_2
00737620	CGUnit_C_GetThreatEntry
00740BA0	 CGUnit_C__OnSplineMoveEffectPacket
007714E0	GetExceptionNameWin32
0040C200 	___hw_cw_sse2
0041B215	__strnicmp
00895A73	__87except
00535AA0 	Lua_BNGetCustomMessageTable
00893FCE	unknown_libname_220
00893D16 	unknown_libname_220_0
0052C8C0	CGUnit_C__IsPartyMember
0056B280	 Packet_PACKET_SMSG_COMMENTATOR_PLAYER_INFO
0047B480	 CDataStore__GetString
008165E0	CGGameUI__CheckBindings
0040CA50	 _strchr
00464F50	Packet_PACKET_SMSG_CLIENTCACHE_VERSION
007283A0	 CGUnit_C__AffectedByAura
00539D70	Lua_BNGetToonInfo
00987570	 CMovement__CalcCurrentSpeed
006DFC40	CGPlayer_C__AutoEquipCursorItem
005CC5D0 	Packet_PACKET_SMSG_GUILD_ROSTER
00773890	SCmdProcess
009C3730	 __mbsupr_s_l
009C3F3B	_bsearch
0062F9E0	Lua_%s:SetInboxItem
0088DCD8 	start_4
00817170	Lua_hooksecurefunc
0059E160	 Packet_PACKET_SMSG_AUCTION_LIST_RESULT
0098BFF0	 CMovement__Swimming_FallCalc
007659C0	OnIdle_0
00404B80	 WowLogHeader
006BDE80	GxuFontCreateFont
00416938	__calloc_impl
0088D420 	_memchr
0089335A	unknown_libname_190_0
00893353	 unknown_libname_189_0
006CCB20	 Packet_PACKET_SMSG_ARENA_TEAM_COMMAND_RESULT
0040EEF8	__cftof2_l
0098D910 	ItemStats_C__Unpack
006D0460	CGPlayer_C__OnQuestGiverSendQuest
008CC7A0 	ClientLink__CMD_AUTH_LOGON_PROOF
0081C0D0	M2Model__M2Initialize
004067F0 	InitializeGlobal
00467990	SendAuthPacket
007FD970	 SpellRec__GetModifiedStats
009C38FF	_IsRootUNCName
009C3248	 start_8
00415074	_malloc
0049F610	Lua_%s:SetAttribute
0077F310	 CGWorldFrame__Intersect
0041C149	__strnicoll_l
00536E40	 Lua_BNReportPlayer
006E90D0	CMovement__OnSplineMoveToggleRunMode
00800A70 	SpellRec__GetDuration
00505DC0	Packet_PACKET_SMSG_CHANNEL_LIST
0072EE20 	CGPlayer_C__CTMAttackUnit
005AA240	CGActionBar__IsCurrentAction
006CC980 	Packet_PACKET_SMSG_ARENA_TEAM_EVENT
0040F9D0	_strcmp
0063AB00	 FactionRec__LoadDB
006490B0	CDataStore__Load
00500380	 Packet_PACKET_SMSG_USERLIST_UPDATE
007693B0	CVGxApiCallback
00704680 	Packet_PACKET_SMSG_TRADE_STATUS_EXTENDED
004D3890	 CClientObjCreate__Read
005B36F0	Packet_PACKET_SMSG_CRITERIA_DELETED
005B3610 	Packet_PACKET_SMSG_ACHIEVEMENT_DELETED
00634950	 GetMapDifficultyInfoByMapIdAndDifficulty
0050C3C0	 Packet_PACKET_SMSG_ZONE_UNDER_ATTACK
0041BBCE	__mbsnbicoll_l
006B9730 	Packet_PACKET_SMSG_UPDATE_ACCOUNT_DATA
005216F0	 CGGameUI__DisplayError
004D8A30	CGlueMgr__DefaultServerLogin
007A3B70 	TraceLine
0058D190	CGQuestInfo__QuestItemInfo
007658A0	 ConsoleCommandExecute
0098B5D0	CMovement__OnFlightSyncPacket
0050C520 	Packet_PACKET_SMSG_TITLE_EARNED
007402B0	CGUnit_C_virt0C
008CE200 	ServerLink__CMD_GRUNT_HELLO
0048D380	Lua_%s:SetFontObject
007BF120 	CMap__CreateMapObjDef
005468F0	CGWorldMap__ProcessClick
009C49D0	 __mbsrchr_l
006143F0	SignalEvent_2
0041C587	__mbschr_l
006D4110 	Packet__1
00500240	Packet_PACKET_SMSG_VOICE_CHAT_STATUS
00977D30	 Lua_%s:SetHighlightTexture
00971650	Lua_%s:SetStatusBarTexture
0053A300 	Lua_BNListConversation
0040BB80	_memset
006D3F10	 Packet_PACKET_SMSG_DAMAGE_CALC_LOG
009C3378	start_9
0040D571	 __setenvp
006D8750	Packet_PACKET_SMSG_ACTION_BUTTONS
006E1660	 CGPlayer_C__SetCombatMode
0098C240	CMovement__DisableFlying
006DE230 	CGUnit_C__EquippedItemMeetSpellRequirements
00802850	 GetSpellIdForDifficulty
007FE1B0	SpellRec__IsHelpfulOrHarmful
0088F8F5 	___InternalCxxFrameHandler
0053BAF0	CGSpellBook__PickupSpell
0073A6C0 	CGUnit_C__virtEC
00481390	CSRWLock__Leave
0041B125	__strnicmp_l
00805010 	CreatePendingSpellCast
009C401E	start_11
005C3FE0	 Packet_PACKET_SMSG_CALENDAR_ACTION_PENDING
0047B6A0	 CDataStore__GetCString_2
00770DB0	SSignature__VerifyStream
0058A6C0 	CGQuestInfo_C__GetNumActiveGossipQuests
00893510	 unknown_libname_187_0
00625470	Lua_%s:SetPetAction
00729530	 CGPlayer_C__CanInteract
006D84F0	 Packet_PACKET_SMSG_MEETINGSTONE_SETQUEUE
004C43B0	 C3Spline_CatmullRom__IFrameArcLength
0058A5D0	 CGQuestInfo_C__GetNumAvailGossipQuests
006D68D0	CGPlayer_C_virt124
00464C10 	ClientConnection__HandleCharEnum
0050C850	 Packet_PACKET_SMSG_DEFENSE_MESSAGE
005198A0	Spell_C_TargetTradeItem
0076CD40 	WowTime__WowGetTimeString_0
0076FF30	StartAddress
0047B280	 CDataStore__PutCString_3
005B5190	 Packet_PACKET_SMSG_QUERY_QUESTS_COMPLETED_RESPONSE
0071A260	 CGUnit_C__PlayEmote
00630620	Lua_%s:SetCurrencyToken
0081B5F0	 RegisterInterfaceEvents
007192E0	CGUnit_C_virt3C
00706D70	 CGItem_C__BuildItemName
005370D0	Lua_BNGetNumFOF
006E7E00	 Packet_PACKET_SMSG_SUPERCEDED_SPELL
00573200	CGUnit_C__IsRaidMember
006DA4A0 	SkillRankChangeHandler
007633F0	CGPlayer_C_virtF8
004D3A80	 CClientObjCreate__Skip
00988DF0	CMovement__StartTurn
00737390	 PossessNPC
006C5890	BATCHEDRENDERFONTDESC___BATCHEDRENDERFONTDESC
0041321B 	___removelocaleref
004144CD	__tolower_l
0088B575	__toupper_l
006E04D0 	CGPlayer_C_virt108
0047B560	CDataStore__GetCString
00529160	 CGGameUI__ShutdownGame
0088C188	_vfprintf_helper
0088B426	_fprintf
0054E390 	Packet_PACKET_SMSG_BATTLEFIELD_LIST
005B3160	 Packet_PACKET_SMSG_CRITERIA_UPDATE
00414CD0	__alldvrm
006201F0	 Lua_%s:AddFontStrings
00890B5D	__getstream
00535180	 Lua_BNGetFriendInviteInfo
0088DD6D	__gmtime32_s
00588190	 CGLootWindow__GetNumLootItems
00971B10	Lua_%s:SetThumbTexture
00977A70 	Lua_%s:%s
00970DF0	Lua_%s:SetColorValueThumbTexture
00970A60	 Lua_%s:SetColorWheelThumbTexture
00976E50	 Lua_%s:SetDisabledCheckedTexture
00976C70	Lua_%s:SetCheckedTexture
0047B1C0 	CDataStore__PutCString_2
00836B60	M2ModelHeader__ReadTextures
006357D0 	Packet_PACKET_SMSG_NAME_QUERY_RESPONSE
0040FBD0	 _ValidateScopeTableHandlers
00722760	CGUnit_C_virtA0
0071B3B0	 ClickToMove__GetInteractDistanceOfAction
006307E0	 Lua_%s:SetBackpackToken
00747310	CGUnit_C_virtF4
0071F440	 CGUnit_C_Function73
0054B1C0	 Packet_PACKET_SMSG_GROUP_JOINED_BATTLEGROUND
006257C0	 Lua_%s:SetPossession
00988BA0	CMovementData__RemoveFromMoversList
00989450 	CMovement__OnTurnStop
00989010	CMovement__OnPitchStop
00625630	 Lua_%s:SetShapeshift
0040E808	__cropzeros_l
0058D050	 CGQuestInfo__ProcessQuestLogRewardFactions
005743B0	 Packet_PACKET_MSG_RAID_TARGET_UPDATE
0051FCE0	 CGGameUI__SetInteractTarget
0052B550	CGGameUI__InitializeGame
00501C70 	Packet_PACKET_SMSG_EXPECTED_SPAM_RECORDS
005D9D90	 CGContainerInfo__LeaveWorld
00725980	CGUnit_C_virt50
006E6020	 CGPlayer_C__Disable
004D73A0	Packet_PACKET_SMSG_UPDATE_OBJECT
00406F90 	Lua_port
004E20B0	CCharCreateInfo__SetSelectedRace
004F7880	 CGWorldFrame__PerformDefaultAction
0086FC80	fnInternetCallback
0073AB90 	CGUnit_C__PlayEmoteAnimation
0075EC10	GetGroundNormal
0041B002	 __stricmp_l
00807060	Packet_PACKET_SMSG_ITEM_COOLDOWN
00604A70	 CGCamera_Unknown5
00729F40	CGUnit_C_virt38
006CEFD0	 CGPlayer_C__OnSignedResults
00727400	CGPlayer_C__ClickToMove
00750EA0 	Packet_PACKET_SMSG_DISPEL_FAILED
00591350	TaxiNodeCost
0041A2B9	 _flsall
0088BB20	__allrem
0056BF30	 Packet_PACKET_SMSG_COMMENTATOR_MAP_INFO
0088D70A	__ismbcspace_l
0053A150 	Lua_BNGetConversationMemberInfo
0076E5E0	SMemReAlloc
00407520	 Lua_setrawpos
00527360	CGGameUI__OnTerrainClick
0040E12F	__mtinit
00689DB0 	CGxDevice__DeviceAdapterInfer
00809C70	 Packet_PACKET_SMSG_SPELL_FAILURE
00583E00	Lua_%s:SetBlipTexture
00970C40 	Lua_%s:SetColorValueTexture
009708B0	Lua_%s:SetColorWheelTexture
0061D210 	Lua_%s:IsOwned
004F8190	CGWorldFrame__OnLayerTrackObject
0088BA70 	__alldiv
0070A910	CGItem_C__GetInventoryArt
00528C30	 CGGameUI__LeaveWorld
00413195	___addlocaleref
007F70E0	 DbQuestCache__Unpack
00835C70	M2ModelHeader__ReadAnimations
005349F0 	Lua_BNGetNumFriendToons
0047B5F0	CDataStore__GetIntArray
004E0380 	CCharCreateInfo__CreateCharacter
00750400	 FrameScript__SignalCombatLogEvent
0041B9E0	___ascii_strnicmp
00801DB0 	Packet_PACKET_MSG_CHANNEL_UPDATE
005042F0	 Packet_PACKET_SMSG_USERLIST_REMOVE
004115CE	__decomp
0073F660	 CGUnit_C__CGUnit_C
00806C30	Packet_PACKET_SMSG_PET_CAST_FAILED
00743EC0 	CGObject_C__PreAnimate
00725BF0	CGUnit_C_virt54
00631B60	 Lua_%s:SetHyperlinkCompareItem
00540200	GetSpellIdByName
00988B00	 CMovement__MoveFlag_0x40000_0x80000
006D1540	 CGPlayer_C__OnSellResponse
00724EA0	CGUnit_C__PostShutdown
00504130 	Packet_PACKET_SMSG_USERLIST_ADD
004DB9F0	CGlueMgr__Initialize
0048D5B0 	Lua_%s:SetFont
00528F00	CGGameUI__Shutdown
0076BA30	 DetectHardware
0072A480	CGUnit_C__DisplayInfoNeedsUpdate
009C448E	 start_13
004F7020	CWorld__UnloadMap
004E01F0	 CCharCreateInfo__CycleCharCustomization
0050B8C0	 AddReputationGainLossChatMsg
0088B6DF	_fputs
00740A60	 CGUnit_C__OnSplineSpeedChange
008942BE	start_6
0080FEE0	 Packet_PACKET_SMSG_SPELL_GO
0041263D	_strcat_s
007193C0	 CGUnit_C__virt58
0040BDC0	_shortsort
005B3020	 Packet_PACKET_SMSG_ACHIEVEMENT_EARNED
006CDBA0	 CGPlayer_C__OnBuyFailed
00713F50	CGGameObject_C_virt64
0058B1B0	 Packet_PACKET_SMSG_GOSSIP_MESSAGE
0040F0A6	__cftog_l
006162C0	 CGCursor_C__Update
004174D9	___free_lconv_mon
0040D514	__wincmdln
00410CD9 	__vsnprintf_helper
0071AD20	CGUnit_C_virt124
0062FF60	 Lua_%s:SetBuybackItem
0041B8D0	_getenv
0040DE1A	__mtterm
0076EF70 	SStrCopy_0
0070AFC0	CGItem_C_virt04
004D92D0	 Packet_PACKET_SMSG_CHAR_FACTION_CHANGE
0074B830	CGUnit_C__virtC0
007124A0 	CGGameObject_C_virt3C
00988A20	CMovement__MoveFlag_0x10000_0x20000
004E1540 	CCharCreateInfo__SetSelectedSex
009713C0	Lua_%s:SetMinMaxValues
0041B58D 	__commit
009C3846	___dtoxmode
00740450	UpdateMountModel
004BDAA0 	TextBlockCreate
009C477E	start_14
005499C0	 Packet_PACKET_SMSG_BATTLEFIELD_MGR_EJECTED
004BA060	AsyncFileReadWait
009777C0 	Lua_%s:SetFontString
0098E2C0	DbItemCache_Unpack
0061E650	 GetGlyphLink
00767220	cvarlist
004DA9D0	 CGlueMgr__NetDisconnectHandler
00987140	 CMovement__CreateMovementStatus
004DD020	Lua_DeclineName
00513530	 CGGameUI__Reload
006FA690	LootRoll__MasterLoot
006E0C30	 CGPlayer_C__virt120
005622E0	CGUIBindings__GetCommandKey_0
0071F0C0 	CGUnit_C__WriteMovementPacketWithTransport
00689C10	 CGxDevice__DeviceAdapterID
0071F300	CGUnit_C__GetCreatureType
006DEEF0 	Packet_PACKET_MSG_PETITION_RENAME
00711140	 CGGameObject_C__OnRightClick
007DA610	CWardenClient__LoadModule
00722C50 	CGUnit_C__SetPredictedPower
00679F00	DBCache__CancelCallback
00718D70 	CGUnit_C__IsInMyParty
0061BB20	CGItem_C__GetStatName
